ClosingTime,tx_count,hour,day_of_week,month,quarter,year,is_weekend,tx_count_lag_1,tx_count_lag_2,tx_count_lag_3,tx_count_lag_7,tx_count_lag_14,tx_count_lag_30,tx_count_rolling_mean_7,tx_count_rolling_std_7,tx_count_rolling_min_7,tx_count_rolling_max_7,tx_count_rolling_mean_14,tx_count_rolling_std_14,tx_count_rolling_min_14,tx_count_rolling_max_14,tx_count_rolling_mean_30,tx_count_rolling_std_30,tx_count_rolling_min_30,tx_count_rolling_max_30,tx_count_rolling_mean_90,tx_count_rolling_std_90,tx_count_rolling_min_90,tx_count_rolling_max_90
1989-03-03,4967,0,4,3,1,1989,0,,,,,,,,,,,,,,,,,,,,,,
1989-03-04,23439,0,5,3,1,1989,1,4967.0,,,,,,,,,,,,,,,,,,,,,
1989-03-05,23809,0,6,3,1,1989,1,23439.0,4967.0,,,,,,,,,,,,,,,,,,,,
1989-03-06,23665,0,0,3,1,1989,0,23809.0,23439.0,4967.0,,,,,,,,,,,,,,,,,,,
1989-03-07,23907,0,1,3,1,1989,0,23665.0,23809.0,23439.0,,,,,,,,,,,,,,,,,,,
1989-03-08,23873,0,2,3,1,1989,0,23907.0,23665.0,23809.0,,,,,,,,,,,,,,,,,,,
1989-03-09,23869,0,3,3,1,1989,0,23873.0,23907.0,23665.0,,,,21075.571428571428,7105.097673669304,4967.0,23907.0,,,,,,,,,,,,
1989-03-10,23885,0,4,3,1,1989,0,23869.0,23873.0,23907.0,4967.0,,,23778.14285714286,170.3167916672229,23439.0,23907.0,,,,,,,,,,,,
1989-03-11,23978,0,5,3,1,1989,1,23885.0,23869.0,23873.0,23439.0,,,23855.14285714286,97.8679868861617,23665.0,23978.0,,,,,,,,,,,,
1989-03-12,23798,0,6,3,1,1989,1,23978.0,23885.0,23869.0,23809.0,,,23853.571428571428,98.81608698803103,23665.0,23978.0,,,,,,,,,,,,
1989-03-13,23636,0,0,3,1,1989,0,23798.0,23978.0,23885.0,23665.0,,,23849.428571428572,108.20175159222792,23636.0,23978.0,,,,,,,,,,,,
1989-03-14,23539,0,1,3,1,1989,0,23636.0,23798.0,23978.0,23907.0,,,23796.85714285714,154.89289694436255,23539.0,23978.0,,,,,,,,,,,,
1989-03-15,23833,0,2,3,1,1989,0,23539.0,23636.0,23798.0,23873.0,,,23791.14285714286,152.3323434374666,23539.0,23978.0,,,,,,,,,,,,
1989-03-16,23804,0,3,3,1,1989,0,23833.0,23539.0,23636.0,23869.0,,,23781.85714285714,148.73402275141004,23539.0,23978.0,22428.714285714286,5028.083798159959,4967.0,23978.0,,,,,,,,
1989-03-17,24225,0,4,3,1,1989,0,23804.0,23833.0,23539.0,23885.0,4967.0,,23830.428571428572,224.33372249313385,23539.0,24225.0,23804.285714285714,193.2652336801948,23439.0,24225.0,,,,,,,,
1989-03-18,24040,0,5,3,1,1989,1,24225.0,23804.0,23833.0,23978.0,23439.0,,23839.285714285714,232.21664761291052,23539.0,24225.0,23847.214285714286,171.39615764991083,23539.0,24225.0,,,,,,,,
1989-03-19,23990,0,6,3,1,1989,1,24040.0,24225.0,23804.0,23798.0,23809.0,,23866.714285714286,237.79943529911588,23539.0,24225.0,23860.14285714286,175.0788205540687,23539.0,24225.0,,,,,,,,
1989-03-20,23684,0,0,3,1,1989,0,23990.0,24040.0,24225.0,23636.0,23665.0,,23873.571428571428,230.62152049254328,23539.0,24225.0,23861.5,173.5164589843624,23539.0,24225.0,,,,,,,,
1989-03-21,23444,0,1,3,1,1989,0,23684.0,23990.0,24040.0,23539.0,23907.0,,23860.0,255.08887340168394,23444.0,24225.0,23828.428571428572,205.37534654150403,23444.0,24225.0,,,,,,,,
1989-03-22,23195,0,2,3,1,1989,0,23444.0,23684.0,23990.0,23833.0,23873.0,,23768.85714285714,359.1120663393027,23195.0,24225.0,23780.0,265.26300446626686,23195.0,24225.0,,,,,,,,
1989-03-23,24422,0,3,3,1,1989,0,23195.0,23444.0,23684.0,23804.0,23869.0,,23857.14285714286,436.7624940290584,23195.0,24422.0,23819.5,315.8794195453663,23195.0,24422.0,,,,,,,,
1989-03-24,24226,0,4,3,1,1989,0,24422.0,23195.0,23444.0,24225.0,23885.0,,23857.285714285714,436.90300765186436,23195.0,24422.0,23843.85714285714,333.9488346675795,23195.0,24422.0,,,,,,,,
1989-03-25,23883,0,5,3,1,1989,1,24226.0,24422.0,23195.0,24040.0,23978.0,,23834.85714285714,429.934269616279,23195.0,24422.0,23837.071428571428,331.9727663264378,23195.0,24422.0,,,,,,,,
1989-03-26,23810,0,6,3,1,1989,1,23883.0,24226.0,24422.0,23990.0,23798.0,,23809.14285714286,424.456683526698,23195.0,24422.0,23837.928571428572,331.8796038152714,23195.0,24422.0,,,,,,,,
1989-03-27,23780,0,0,3,1,1989,0,23810.0,23883.0,24226.0,23684.0,23636.0,,23822.85714285714,421.27838324614214,23195.0,24422.0,23848.214285714286,327.3403729762493,23195.0,24422.0,,,,,,,,
1989-03-28,24246,0,1,3,1,1989,0,23780.0,23810.0,23883.0,23444.0,23539.0,,23937.428571428572,409.97636401093456,23195.0,24422.0,23898.714285714286,330.4878511840197,23195.0,24422.0,,,,,,,,
1989-03-29,24203,0,2,3,1,1989,0,24246.0,23780.0,23810.0,23195.0,23833.0,,24081.428571428572,252.5403315267206,23780.0,24422.0,23925.14285714286,339.49982602078484,23195.0,24422.0,,,,,,,,
1989-03-30,23253,0,3,3,1,1989,0,24203.0,24246.0,23780.0,24422.0,23804.0,,23914.428571428572,355.37344542648793,23253.0,24246.0,23885.785714285714,383.6862056363443,23195.0,24422.0,,,,,,,,
1989-03-31,23153,0,4,3,1,1989,0,23253.0,24203.0,24246.0,24226.0,24225.0,,23761.14285714286,423.4703565270542,23153.0,24246.0,23809.214285714286,416.3597147754826,23153.0,24422.0,,,,,,,,
1989-04-01,23726,0,5,4,2,1989,1,23153.0,23253.0,24203.0,23883.0,24040.0,,23738.714285714286,420.0847986957464,23153.0,24246.0,23786.785714285714,411.39914710870136,23153.0,24422.0,23176.066666666666,3452.8809353962656,4967.0,24422.0,,,,
1989-04-02,23277,0,6,4,2,1989,1,23726.0,23153.0,23253.0,23810.0,23990.0,4967.0,23662.571428571428,452.095438723168,23153.0,24246.0,23735.85714285714,428.1007892007361,23153.0,24422.0,23786.4,322.38824313295646,23153.0,24422.0,,,,
1989-04-03,23152,0,0,4,2,1989,0,23277.0,23726.0,23153.0,23780.0,23684.0,23439.0,23572.85714285714,485.9517906718232,23152.0,24246.0,23697.85714285714,455.77471782296107,23152.0,24422.0,23776.833333333332,336.9806178129813,23152.0,24422.0,,,,
1989-04-04,23128,0,1,4,2,1989,0,23152.0,23277.0,23726.0,24246.0,23444.0,23809.0,23413.14285714286,404.7861281267167,23128.0,24203.0,23675.285714285714,476.6597607020476,23128.0,24422.0,23754.133333333335,357.07690018214174,23128.0,24422.0,,,,
1989-04-05,23018,0,2,4,2,1989,0,23128.0,23152.0,23277.0,24203.0,23195.0,23665.0,23243.85714285714,229.0454311350018,23018.0,23726.0,23662.64285714286,492.4640724330743,23018.0,24422.0,23732.566666666666,381.3590654247227,23018.0,24422.0,,,,
1989-04-06,23436,0,3,4,2,1989,0,23018.0,23128.0,23152.0,23253.0,24422.0,23907.0,23270.0,240.42393114387764,23018.0,23726.0,23592.214285714286,443.59305303769224,23018.0,24246.0,23716.866666666665,383.6187702909606,23018.0,24422.0,,,,
1989-04-07,23686,0,4,4,2,1989,0,23436.0,23018.0,23128.0,23153.0,24226.0,23873.0,23346.14285714286,278.56921855046863,23018.0,23726.0,23553.64285714286,406.1408636161897,23018.0,24246.0,23710.633333333335,382.5119771244904,23018.0,24422.0,,,,
1989-04-08,23456,0,5,4,2,1989,1,23686.0,23436.0,23018.0,23726.0,23883.0,23869.0,23307.571428571428,232.00851790604966,23018.0,23686.0,23523.14285714286,395.3955871398579,23018.0,24246.0,23696.866666666665,384.04469328033935,23018.0,24422.0,,,,
1989-04-09,23336,0,6,4,2,1989,1,23456.0,23686.0,23436.0,23277.0,23810.0,23885.0,23316.0,231.78438256278034,23018.0,23686.0,23489.285714285714,389.18819425755015,23018.0,24246.0,23678.566666666666,387.832320978294,23018.0,24422.0,,,,
1989-04-10,23628,0,0,4,2,1989,0,23336.0,23456.0,23686.0,23152.0,23780.0,23978.0,23384.0,245.09317955968407,23018.0,23686.0,23478.428571428572,382.51731268727747,23018.0,24246.0,23666.9,383.75713853857934,23018.0,24422.0,,,,
1989-04-11,23381,0,1,4,2,1989,0,23628.0,23336.0,23456.0,23128.0,24246.0,23798.0,23420.14285714286,218.23261944650883,23018.0,23686.0,23416.64285714286,312.43894348591385,23018.0,24203.0,23653.0,386.3878701601597,23018.0,24422.0,,,,
1989-04-12,23726,0,2,4,2,1989,0,23381.0,23628.0,23336.0,23018.0,24203.0,23636.0,23521.285714285714,155.97725719447783,23336.0,23726.0,23382.571428571428,236.98870933369025,23018.0,23726.0,23656.0,386.6006582580081,23018.0,24422.0,,,,
1989-04-13,23925,0,3,4,2,1989,0,23726.0,23381.0,23628.0,23436.0,23253.0,23539.0,23591.14285714286,211.15746775921355,23336.0,23925.0,23430.571428571428,273.90501281275743,23018.0,23925.0,23668.866666666665,388.98840806533485,23018.0,24422.0,,,,
1989-04-14,23752,0,4,4,2,1989,0,23925.0,23726.0,23381.0,23686.0,23153.0,23833.0,23600.571428571428,217.47785875262358,23336.0,23925.0,23473.35714285714,273.9951170656619,23018.0,23925.0,23666.166666666668,388.0899365489689,23018.0,24422.0,,,,
1989-04-15,23761,0,5,4,2,1989,1,23752.0,23925.0,23726.0,23456.0,23726.0,23804.0,23644.14285714286,214.21440083200795,23336.0,23925.0,23475.85714285714,276.6246713350247,23018.0,23925.0,23664.733333333334,387.6424706575368,23018.0,24422.0,,,,
1989-04-16,24100,0,6,4,2,1989,1,23761.0,23752.0,23925.0,23336.0,23277.0,24225.0,23753.285714285714,225.38686318249162,23381.0,24100.0,23534.64285714286,315.79024370930273,23018.0,24100.0,23660.566666666666,382.0440201512664,23018.0,24422.0,,,,
1989-04-17,24032,0,0,4,2,1989,0,24100.0,23761.0,23752.0,23628.0,23152.0,24040.0,23811.0,239.25718380020302,23381.0,24100.0,23597.5,321.30018315013695,23018.0,24100.0,23660.3,381.7727388616675,23018.0,24422.0,,,,
1989-04-18,23679,0,1,4,2,1989,0,24032.0,24100.0,23761.0,23381.0,23128.0,23990.0,23853.571428571428,164.9756114731985,23679.0,24100.0,23636.85714285714,291.7540737683779,23018.0,24100.0,23649.933333333334,376.7000941326509,23018.0,24422.0,,,,
1989-04-19,23999,0,2,4,2,1989,0,23679.0,24032.0,24100.0,23726.0,23018.0,23684.0,23892.571428571428,162.03380011884934,23679.0,24100.0,23706.928571428572,245.8875491219366,23336.0,24100.0,23660.433333333334,382.0347234022916,23018.0,24422.0,,,,
1989-04-20,23605,0,3,4,2,1989,0,23999.0,23679.0,24032.0,23925.0,23436.0,23444.0,23846.85714285714,193.4540673919257,23605.0,24100.0,23719.0,235.4922830680904,23336.0,24100.0,23665.8,380.0150087780215,23018.0,24422.0,,,,
1989-04-21,24038,0,4,4,2,1989,0,23605.0,23999.0,23679.0,23752.0,23686.0,23195.0,23887.714285714286,200.16635938282573,23605.0,24100.0,23744.14285714286,250.03964520817684,23336.0,24100.0,23693.9,375.1377999689258,23018.0,24422.0,,,,
1989-04-22,24031,0,5,4,2,1989,1,24038.0,23605.0,23999.0,23761.0,23456.0,24422.0,23926.285714285714,197.67794876660892,23605.0,24100.0,23785.214285714286,246.2647663894347,23336.0,24100.0,23680.866666666665,355.2334573142155,23018.0,24246.0,,,,
1989-04-23,23513,0,6,4,2,1989,1,24031.0,24038.0,23605.0,24100.0,23336.0,24226.0,23842.428571428572,233.04638818832458,23513.0,24038.0,23797.85714285714,225.05925959550817,23381.0,24100.0,23657.1,341.07318963774156,23018.0,24246.0,,,,
1989-04-24,23389,0,0,4,2,1989,0,23513.0,24031.0,24038.0,24032.0,23628.0,23883.0,23750.571428571428,269.7096322237896,23389.0,24038.0,23780.785714285714,246.93573706891019,23381.0,24100.0,23640.633333333335,341.7151953200953,23018.0,24246.0,,,,
1989-04-25,23708,0,1,4,2,1989,0,23389.0,23513.0,24031.0,23679.0,23381.0,23810.0,23754.714285714286,268.647671548773,23389.0,24038.0,23804.14285714286,220.23339268320635,23389.0,24100.0,23637.233333333334,340.47711790383073,23018.0,24246.0,,,,
1989-04-26,23299,0,2,4,2,1989,0,23708.0,23389.0,23513.0,23999.0,23726.0,23780.0,23654.714285714286,291.84168898322093,23299.0,24038.0,23773.64285714286,258.1852665589956,23299.0,24100.0,23621.2,344.8199330185296,23018.0,24246.0,,,,
1989-04-27,23565,0,3,4,2,1989,0,23299.0,23708.0,23389.0,23605.0,23925.0,24246.0,23649.0,293.3649604162156,23299.0,24038.0,23747.928571428572,259.87288735538567,23299.0,24100.0,23598.5,324.0608446487924,23018.0,24203.0,,,,
1989-04-28,23792,0,4,4,2,1989,0,23565.0,23299.0,23708.0,24038.0,23752.0,24203.0,23613.85714285714,250.61951810892788,23299.0,24031.0,23750.785714285714,260.1408430865204,23299.0,24100.0,23584.8,305.796799784802,23018.0,24100.0,,,,
1989-04-29,23431,0,5,4,2,1989,1,23792.0,23565.0,23299.0,24031.0,23761.0,23253.0,23528.14285714286,175.5281825153793,23299.0,23792.0,23727.214285714286,273.7393984098115,23299.0,24100.0,23590.733333333334,300.82334526674794,23018.0,24100.0,,,,
1989-04-30,23588,0,6,4,2,1989,1,23431.0,23792.0,23565.0,23513.0,24100.0,23153.0,23538.85714285714,176.7346679549663,23299.0,23792.0,23690.64285714286,253.5621929907783,23299.0,24038.0,23605.233333333334,289.2579904816417,23018.0,24100.0,,,,
1989-05-01,23868,0,0,5,2,1989,0,23588.0,23431.0,23792.0,23389.0,24032.0,23726.0,23607.285714285714,200.21298183496123,23299.0,23868.0,23678.928571428572,240.00463594425048,23299.0,24038.0,23609.966666666667,292.4465743526176,23018.0,24100.0,,,,
1989-05-02,24068,0,1,5,2,1989,0,23868.0,23588.0,23431.0,23708.0,23679.0,23277.0,23658.714285714286,265.8669556286483,23299.0,24068.0,23706.714285714286,261.5628850910426,23299.0,24068.0,23636.333333333332,297.0136805549347,23018.0,24100.0,,,,
1989-05-03,23610,0,2,5,2,1989,0,24068.0,23868.0,23588.0,23299.0,23999.0,23152.0,23703.14285714286,217.28355404206192,23431.0,24068.0,23678.928571428572,248.45846713307398,23299.0,24068.0,23651.6,282.6853496319882,23018.0,24100.0,,,,
1989-05-04,23852,0,3,5,2,1989,0,23610.0,24068.0,23868.0,23565.0,23605.0,23128.0,23744.14285714286,213.9239962942027,23431.0,24068.0,23696.571428571428,251.55538135789675,23299.0,24068.0,23675.733333333334,266.9075693469954,23018.0,24100.0,,,,
1989-05-05,24315,0,4,5,2,1989,0,23852.0,23610.0,24068.0,23792.0,24038.0,23018.0,23818.85714285714,305.25750254030936,23431.0,24315.0,23716.35714285714,288.636211583664,23299.0,24315.0,23718.966666666667,261.6871629720837,23299.0,24315.0,,,,
1989-05-06,24052,0,5,5,2,1989,1,24315.0,23852.0,23610.0,23431.0,24031.0,23436.0,23907.571428571428,260.74371653845833,23588.0,24315.0,23717.85714285714,290.44603818766086,23299.0,24315.0,23739.5,262.88305384716386,23299.0,24315.0,,,,
1989-05-07,24153,0,6,5,2,1989,1,24052.0,24315.0,23852.0,23588.0,23513.0,23686.0,23988.285714285714,231.09501241243902,23610.0,24315.0,23763.571428571428,305.6885580218888,23299.0,24315.0,23755.066666666666,273.22895960682416,23299.0,24315.0,,,,
1989-05-08,24401,0,0,5,2,1989,0,24153.0,24052.0,24315.0,23868.0,23389.0,23456.0,24064.428571428572,269.4778018952301,23610.0,24401.0,23835.85714285714,329.0604006147727,23299.0,24401.0,23786.566666666666,291.4286667713124,23299.0,24401.0,,,,
1989-05-09,24272,0,1,5,2,1989,0,24401.0,24153.0,24052.0,24068.0,23708.0,23336.0,24093.571428571428,280.7245726940986,23610.0,24401.0,23876.14285714286,346.27709161281786,23299.0,24401.0,23817.766666666666,291.6316386191529,23299.0,24401.0,,,,
1989-05-10,24057,0,2,5,2,1989,0,24272.0,24401.0,24153.0,23610.0,23299.0,23628.0,24157.428571428572,187.87838011405876,23852.0,24401.0,23930.285714285714,306.01368209016636,23431.0,24401.0,23832.066666666666,292.5221987843382,23299.0,24401.0,,,,
1989-05-11,23696,0,3,5,2,1989,0,24057.0,24272.0,24401.0,23852.0,23565.0,23381.0,24135.14285714286,233.7886713618531,23696.0,24401.0,23939.64285714286,295.81792922802197,23431.0,24401.0,23842.566666666666,281.20757866541516,23299.0,24401.0,,,,
1989-05-12,23783,0,4,5,2,1989,0,23696.0,24057.0,24272.0,24315.0,23792.0,23726.0,24059.14285714286,251.38511529220696,23696.0,24401.0,23939.0,296.173026351944,23431.0,24401.0,23844.466666666667,280.5847014943239,23299.0,24401.0,,,,
1989-05-13,23526,0,5,5,2,1989,1,23783.0,23696.0,24057.0,24052.0,23431.0,23925.0,23984.0,322.44689485247324,23526.0,24401.0,23945.785714285714,284.4969050991536,23526.0,24401.0,23831.166666666668,286.0391923150472,23299.0,24401.0,,,,
1989-05-14,23119,0,6,5,2,1989,1,23526.0,23783.0,23696.0,24153.0,23588.0,23752.0,23836.285714285714,445.48838903153296,23119.0,24401.0,23912.285714285714,349.95085997267086,23119.0,24401.0,23810.066666666666,314.05533592506015,23119.0,24401.0,,,,
1989-05-15,23187,0,0,5,2,1989,0,23119.0,23526.0,23783.0,24401.0,23868.0,23761.0,23662.85714285714,424.8307225909547,23119.0,24272.0,23863.64285714286,400.28885861297414,23119.0,24401.0,23790.933333333334,333.9994769078624,23119.0,24401.0,,,,
1989-05-16,22834,0,1,5,2,1989,0,23187.0,23119.0,23526.0,24272.0,24068.0,24100.0,23457.428571428572,428.8414070270807,22834.0,24057.0,23775.5,479.79478786408794,22834.0,24401.0,23748.733333333334,371.47830802530683,22834.0,24401.0,,,,
1989-05-17,23414,0,2,5,2,1989,0,22834.0,23187.0,23119.0,24057.0,23610.0,24032.0,23365.571428571428,338.32078325306617,22834.0,23783.0,23761.5,487.7883762452797,22834.0,24401.0,23728.133333333335,372.36260908379194,22834.0,24401.0,,,,
1989-05-18,23196,0,3,5,2,1989,0,23414.0,22834.0,23187.0,23696.0,23852.0,23679.0,23294.14285714286,308.38905545402696,22834.0,23783.0,23714.64285714286,509.4528901211117,22834.0,24401.0,23712.033333333333,384.7945697635953,22834.0,24401.0,,,,
1989-05-19,23474,0,4,5,2,1989,0,23196.0,23414.0,22834.0,23783.0,24315.0,23999.0,23250.0,241.64367706746427,22834.0,23526.0,23654.571428571428,482.0636271897587,22834.0,24401.0,23694.533333333333,383.22863737690164,22834.0,24401.0,,,,
1989-05-20,23523,0,5,5,2,1989,1,23474.0,23196.0,23414.0,23526.0,24052.0,23605.0,23249.571428571428,241.0745784627042,22834.0,23523.0,23616.785714285714,469.07292832556226,22834.0,24401.0,23691.8,384.18048919208746,22834.0,24401.0,,,,
1989-05-21,23351,0,6,5,2,1989,1,23523.0,23474.0,23196.0,23119.0,24153.0,24038.0,23282.714285714286,236.02663287982668,22834.0,23523.0,23559.5,447.00331267057453,22834.0,24401.0,23668.9,383.30696710924985,22834.0,24401.0,,,,
1989-05-22,23175,0,0,5,2,1989,0,23351.0,23523.0,23474.0,23187.0,24401.0,24031.0,23281.0,236.87971631192312,22834.0,23523.0,23471.928571428572,385.29817909405267,22834.0,24272.0,23640.366666666665,387.2626733380425,22834.0,24401.0,,,,
1989-05-23,23294,0,1,5,2,1989,0,23175.0,23351.0,23523.0,22834.0,24272.0,23513.0,23346.714285714286,133.41878214324169,23175.0,23523.0,23402.071428571428,310.4754330144345,22834.0,24057.0,23633.066666666666,391.78406555524447,22834.0,24401.0,,,,
1989-05-24,23245,0,2,5,2,1989,0,23294.0,23175.0,23351.0,23414.0,24057.0,23389.0,23322.571428571428,134.50013276685306,23175.0,23523.0,23344.071428571428,248.3451271875668,22834.0,23783.0,23628.266666666666,395.7395463000313,22834.0,24401.0,,,,
1989-05-25,23312,0,3,5,2,1989,0,23245.0,23294.0,23175.0,23196.0,23696.0,23708.0,23339.14285714286,122.95721284451321,23175.0,23523.0,23316.64285714286,226.75320611520178,22834.0,23783.0,23615.066666666666,399.5740778355973,22834.0,24401.0,,,,
1989-05-26,23039,0,4,5,2,1989,0,23312.0,23245.0,23294.0,23474.0,23783.0,23299.0,23277.0,150.3207681371757,23039.0,23523.0,23263.5,193.84361262072466,22834.0,23526.0,23606.4,409.3655814920834,22834.0,24401.0,,,,
1989-05-27,22750,0,5,5,2,1989,1,23039.0,23312.0,23245.0,23523.0,23526.0,23565.0,23166.571428571428,211.11991627423717,22750.0,23351.0,23208.071428571428,221.92218465931748,22750.0,23523.0,23579.233333333334,438.23278991983864,22750.0,24401.0,,,,
1989-05-28,22649,0,6,5,2,1989,1,22750.0,23039.0,23312.0,23351.0,23119.0,23792.0,23066.285714285714,267.98489651831267,22649.0,23312.0,23174.5,267.3360748628692,22649.0,23523.0,23541.133333333335,467.7866986162643,22649.0,24401.0,,,,
